group4/q1/a,group4/q1/b,group4/q1/c,group4/q1/d,group4/q1/e,group4/q1/f,group4/q1/g,group4/q1a,group4/q2/a,group4/q2/b,group4/q2/c,group4/q2/d,group4/q2/e,group4/q2/f,group4/q2a,group5/q3,group5/q4,group5/q5,group5/q6,group5/q7,group5/q8,group5/group6/q9,group5/group6/q10,group5/group7/q11,group5/group7/q12,group5/group7/q13,group5/group7/q14,group5/group8/q15,group5/group8/q16,group5/group8/q17,group5/group8/q17a,group5/group8/q18,group5/group8/q19,group5/group8/q20,meta/instanceID,_uuid,_submission_time,_tags,_notes,_version
True,False,True,False,True,False,False,n/a,True,True,True,False,False,False,n/a,c5,d1,e4,f5,"ENGLISH, CHINESE, ARABIC, ITALIAN",d1,VERY DIFFICULT TO IMPLEMENT AS MANY HOSPITALS WILL NOT BUDGET FOR SAMPLES AND EQUIPMENT. THE TREATMENT ITSELF IS EXPENCIVE. MOST OF US DO NOT HAVE PROVIDER NUMBERS AND HAVE TO DEPEND ON THE CLIENT'S FAMILY DOCTOR TO ACCEPT YOUR SUGGESTION.,"IF SAMPLES ARE EASILY AVAILABLE. IF PRESCRIBING WAS DIRECT FROM THE TTS INSTEAD OF HAVING TO HELP USERS THROUGH A FAMILY DOCTOR WHO MIGHT NOT BE INTERESTED, OR MIGHT EVEN BE A SMOKER HIMSELF OR HERSELF.",d1,STRAIGHTFOWARD AND ACT AS A CONSTANT REMIND AND ADVISER TO FALL BACK ON.,DO NOT INVOLVE SCHOOL PROGRAMS.,TO INCLUDE SCHOOL PROGRAMS FOR SMOKING CESSATION AND NOT TO LIMIT TTS PROFESSIONALS AS TO PRESCRIBE AS LONG AS THE REGIME IS WITHIB THE GUIDE LINES.,60,women,b2,n/a,a22,d2,n/a,uuid:5d13d8ac-47d7-4889-b7f2-72479fd5181c,5d13d8ac-47d7-4889-b7f2-72479fd5181c,2014-10-29T22:33:08,,,n/a
True,True,False,False,True,False,False,n/a,True,False,False,False,True,False,n/a,c1,d3,e3,f4,English mainly but others need to be available,d3,Getting doctors to refer to community based facility.,If I knew I would pursue it!,d1,They exist!,No compulsion to use them,More encouragment to enforce t he use of them,60,women,b2,n/a,a22,d2,n/a,uuid:a2702d95-ff2c-43fc-a75c-29ff10d96f89,a2702d95-ff2c-43fc-a75c-29ff10d96f89,2014-10-30T08:01:49,,,n/a
True,True,False,True,True,False,False,n/a,True,True,True,False,True,False,n/a,c5,d1,e4,f5,"English, Spanish, Ilocano, Tagalog",d1,Difficult to access and motivate smokers,not sure,d1,not sure,not sure,not sure,40,women,b3,n/a,a225,d2,n/a,uuid:e6299d6c-73f0-4628-a07b-cc3161fc8a6c,e6299d6c-73f0-4628-a07b-cc3161fc8a6c,2014-11-05T02:10:05,,,n/a
False,False,False,True,False,False,False,n/a,True,True,False,False,False,False,n/a,c2,d2,e4,f5,English,d2,Compliance,Ask an expert service,d3,Access,Lack of summary,More tables and summaries,40,women,b1,n/a,a45,d3,n/a,uuid:a9ed1bf3-98f4-4d13-93a6-8d95762bec20,a9ed1bf3-98f4-4d13-93a6-8d95762bec20,2014-11-07T13:13:55,,,n/a
False,False,False,False,True,False,False,n/a,True,False,True,False,False,False,n/a,c5,d3,e3,f4,n/a,d1,Not having funding to cover my wage for all populations (NIHB),none,d3,I use the american,I use the american,I use the american,29,women,b4,n/a,a45,d2,n/a,uuid:d85635e9-3b35-4a1c-baec-20864cfdaa08,d85635e9-3b35-4a1c-baec-20864cfdaa08,2014-10-30T21:50:45,,,n/a
True,True,False,False,True,False,False,n/a,True,True,True,False,False,False,n/a,c5,d2,e2,f3,English and Arabic,d2,Lack of training and treatment programs and dedicated public health organization,"TTS certification programs, national guidelines for tobacco treatment",d2,NA,NA,NA,32,women,b8,n/a,a2,d1,Provide more online training opportunities and establish regional networks,uuid:a8f582ee-7ab2-4fa3-a8cf-3657033740a4,a8f582ee-7ab2-4fa3-a8cf-3657033740a4,2014-10-31T04:31:27,,,n/a
False,False,False,False,True,False,False,n/a,True,False,False,False,False,False,n/a,c5,d1,e3,f4,English and Spanish,d1,None,To have a formal tobacco cessation support group program at our hospital,d1,comprehensiveness of guldeline,none,none,54,women,b2,n/a,a225,d3,n/a,uuid:ded804a8-fa04-4b55-b3bb-d4da96c9dfdc,ded804a8-fa04-4b55-b3bb-d4da96c9dfdc,2014-10-31T19:36:23,,,n/a
True,True,False,True,True,False,False,n/a,True,True,True,True,False,False,n/a,c5,d3,e1,f2,"English and Hindi. FYI, India has 18 regional languages. So if there could be an option, professionals other than doctors will prefer it ih their own langauge.",d2,The Priority to deliver it countrywide and from Primary health Center is lacking even now despitre the evidence. The Government funding does not reach in time and it does not have enough human resource to train the healthcarers countrywide. The fund allocation is suboptimal. A decision on National Qutiline is still awaited despite its advocacy for about 5 years.,"Reversing priorities, an impactful, effective policy to be able to deliver an evidence-based tobacco treatment at the Primary Health care will be most helpful. Both financial and human resources are needed and in a time bound manner as a second priority. The Third priority is to have an international collaboration for ~5 years for advocacy with the Governments in Center and its 32 states along with development of a few model states countrywide as evidence for the best practice and to help adjoining states.",d2,I cannot comment In its absence.,I cannot comment In its absence.,I cannot comment In its absence.,62,man,b1,n/a,a32,d2,n/a,uuid:da03a99a-978e-4a85-9555-170564bd77f1,da03a99a-978e-4a85-9555-170564bd77f1,2014-11-01T11:36:00,,,n/a
True,True,True,True,True,False,False,n/a,True,True,False,True,False,False,n/a,c2,d2,e1,f2,English,d2,"My country Kenya has many tobacco users-from cigarrettes to smokeless, teenagers and adults, but rarely will this be addressed in hospital. NRTs are expensive, few clinicians are trained. farmers grow tobacco. BAT and Mastermind employ many people. Very few are said to be sick because of tobacco. Theres little info to the larger public.","More intensive cessation training, certification, and availability of cheaper NRTs and implementation of the tobacco policies.",d1,they lay out how cessation interventions should be done,"They have been written, but not yet rolled out so very few clinicians even know they exist!","Push for implementation then simplification, then sensitization of all health and allied health workers on its contents.",30,women,b3,n/a,a108,d2,n/a,uuid:4b069f6f-1348-4394-b748-6ac5da68f0cd,4b069f6f-1348-4394-b748-6ac5da68f0cd,2014-11-01T20:31:01,,,n/a
False,False,False,False,True,False,False,n/a,True,True,False,False,False,False,n/a,c5,d2,e2,f6,english,d1,health professionals do not prioritise smoking cessation in australia. many are not interested.,access to training around australia not just in the big cities,d2,not sure what they are,"unless you ahve a few smoking cessation professionsals being proactive. there are new gp guidelines but there are known for other health professionals or mult-disciplinary people                          tive, nobody seems interested",top down policy,48,women,b2,n/a,a22,d1,be more published and promoted so health professionasl know about the organisationin asutralia,uuid:5bc74d62-16c7-4e40-9fd6-a2cf2a0e619f,5bc74d62-16c7-4e40-9fd6-a2cf2a0e619f,2014-11-01T21:17:45,,,n/a
False,False,False,False,True,False,False,n/a,True,False,False,False,False,False,n/a,c2,d1,e3,f4,english,d1,not enough by law enforce agency,not enough teachers,d1,more teachers,not enough enforce by law,to enforce more the law,73,man,b2,n/a,a22,d2,n/a,uuid:d38357de-79ba-4611-ba20-b6de9aaa273a,d38357de-79ba-4611-ba20-b6de9aaa273a,2014-11-02T14:16:02,,,n/a
False,False,False,False,True,False,False,n/a,True,True,False,False,False,False,n/a,c5,d2,e2,f4,English,d2,Lack of awareness of evidence based treatment by HP and community. No government funding for Clinics.,Smoking cessation clinics and education,d1,updated,nothing,none,60,women,b4,n/a,a22,d1,n/a,uuid:6606969b-6707-440e-b8b3-3fe7ae7385b9,6606969b-6707-440e-b8b3-3fe7ae7385b9,2014-11-04T01:57:55,,,n/a
True,False,False,False,True,False,False,n/a,False,False,False,True,True,False,n/a,c1,d1,e2,f3,"Danish, Arabic, Turkish, Somali",d1,The municipalities have the responsibility but they think it is enough if they have a SC group a couple of times in a year. People who have the highest need don't know that this service exist and they don't have the ressources to find it. Very few use these services - so next year even fewer SC groups are started...Smokers typically have low socioeconomic status and mental vulnerability and they should be offered much more systematic help.,"Tobacco treatment counselling should be part of all health professionals education. The municipalities and hospitals should have a responsibility to have systematic outreach offers for smokers. Especially for those with low SES and mental vulnerability, evenentually free SC medicine for people at need. High price on tobacco and enforced smoking bans are essential. Smokefree school time.",d1,"Systematic approach recommended, very detailed and tailored for specific groups/problems",very few know about their existence. Almost nobody use them.,It should be mandatory to implement them,53,women,b1,n/a,a59,d2,n/a,uuid:1a0a4206-ad3f-4dc2-b85a-f398a5d199a7,1a0a4206-ad3f-4dc2-b85a-f398a5d199a7,2014-11-04T06:34:53,,,n/a
False,False,False,False,False,False,True,working in an associated field for many years,False,False,True,True,False,False,n/a,c1,d1,e4,f5,English,d1,"tobacco users don't seek treatment, don't think they need professional help",I don't provide treatment,d1,evidence based,not sure,not sure,53,women,b9,administration,a225,d1,n/a,uuid:65b5c289-164b-4f25-b8ee-643859a51900,65b5c289-164b-4f25-b8ee-643859a51900,2014-11-07T01:53:17,,,n/a
True,False,False,False,False,False,False,n/a,False,True,False,False,False,False,n/a,c2,d2,e2,f2,"English, Hindi and other regional languages",d2,"absence of good trainers, facilities and lack of funding. Also, competing priorities of health care providers","capacity building of master trainers, online tools and interactive materials",d2,NA,no guidelines,make guidelines,33,man,b6,n/a,a32,d2,n/a,uuid:a681f320-8559-4f9c-88ef-77421cfe9eb2,a681f320-8559-4f9c-88ef-77421cfe9eb2,2014-11-07T02:36:02,,,n/a
True,True,False,False,False,False,False,n/a,True,False,True,True,False,False,n/a,c1,d2,e1,f3,"English, Bengali",d2,"Health care providers are unaware of tobacco dependence treatment, Tobacco use specially smokeless tobacco use is still socially accptable and tobaaco users do not usually motivated for quitting","Widespread training of primary care physicians, policies restricting smoking in public places, anti smoking campaign and availibility of quitline, availability of anti tobacco medications at cheaper price",d2,"Source treatmen startegies  approprite to economic, social,  and cultural uiniqness of the people",Usually not widely disseminated and not updated regularly,"Country specific, short, clear pathways for implementation and invvlement of government in the development process",51,man,b1,n/a,a25,d2,n/a,uuid:e77eb4d4-5754-4eb6-8a83-44d7841cbc20,e77eb4d4-5754-4eb6-8a83-44d7841cbc20,2014-11-07T06:55:53,,,n/a
True,False,True,False,True,False,False,n/a,True,True,True,True,True,False,n/a,c2,d1,e3,f4,"English, French",d2,funding for medication; health profession attitudes,"policies to increase demand for services by smokers, coverage for medication, increased mass media informing smokers of available resources",d1,practice based and summary of existing international guidelines,not enough dissemination,increased funding to continue dissemination and adoption,49,man,b1,n/a,a45,d1,not sure,uuid:40a328e1-a0e7-481b-836a-f6cce1d058f9,40a328e1-a0e7-481b-836a-f6cce1d058f9,2014-11-07T13:25:07,,,n/a
True,True,True,True,True,False,False,n/a,True,True,True,True,True,False,n/a,c5,d1,e3,f4,n/a,d1,Payment for services,x,d1,comprehensiveness,infrequent updates,more frequent updates,59,man,b3,n/a,a225,d1,national certification,uuid:8fa4dca0-141c-44b5-8c0b-149d6c85e3a8,8fa4dca0-141c-44b5-8c0b-149d6c85e3a8,2014-11-07T14:46:42,,,n/a
False,False,False,False,True,False,False,n/a,True,False,False,False,False,False,n/a,c5,d1,e4,f5,English,d2,Not a priority,Organizations like JACHO mandating treatment,d2,Not much,"Not clear, political agenda is attached, money and power favor the tobacco industry",States being required to use MSA funding for it's intended purpose,65,women,b5,n/a,a225,d1,n/a,uuid:2dd0f878-3b0f-4ccf-85be-6a45f6fe8e2a,2dd0f878-3b0f-4ccf-85be-6a45f6fe8e2a,2014-11-07T15:12:59,,,n/a
True,False,True,False,False,False,False,n/a,True,True,True,True,False,False,n/a,c3,d3,e1,f2,English,d2,Lack of trained personnel,Regular training and workshop for health providers,d2,No guidelines,No guidelines,No guidelines,55,man,b1,n/a,a21,d2,n/a,uuid:453269cb-f060-4491-8fb7-40ec8d9ac17f,453269cb-f060-4491-8fb7-40ec8d9ac17f,2014-11-07T16:17:07,,,n/a
True,True,False,True,True,False,False,n/a,True,True,True,True,False,False,n/a,c5,d1,e3,f4,n/a,d1,"Since it is provided in the university to clinic patients with the student partnering with the program coordinator, students may not always consider this service a top priority among all the other program requirements they have.",Discipline specific materials,d1,"Evidence based, science driven",n/a,made treatment for tobacco dependency a standard of care for all health professionals and a required training and competency for healthcare professional program curriculum,60,women,b9,dental health educator,a225,d1,"more access to tobacco addiction specialist training programs, nationally recognized certification",uuid:791aa4aa-9c57-4a21-ad32-a2deb6276a70,791aa4aa-9c57-4a21-ad32-a2deb6276a70,2014-11-07T17:17:22,,,n/a
True,True,False,True,True,False,False,n/a,True,False,True,False,False,False,n/a,c5,d1,e4,f5,English,d1,The is lots of evidence based studies done in Canada.,Having an online resource to access current and up and coming information to pass along to patients.,d3,They look out for the best interests of children and its communities.,Smokers feel like they are being punished for their addiction to tobacco.,I am not sure.,44,women,b9,Addiction Counsellor,a45,d2,n/a,uuid:8a50bf32-deaa-4c5f-8970-d2577d712b38,8a50bf32-deaa-4c5f-8970-d2577d712b38,2014-11-07T19:13:27,,,n/a
False,False,False,False,True,False,False,n/a,True,True,False,True,False,False,n/a,c1,d3,e2,f2,English language,d2,"demotivated staff, lack of time, lack of resources, non availability of drugs",Resources to conduct more in person trainings,d2,no guidelines,no guidelines,no guidelines,38,women,b1,n/a,a151,d2,n/a,uuid:221387e7-b0e9-4759-a9fc-0858dccabe09,221387e7-b0e9-4759-a9fc-0858dccabe09,2014-11-07T23:49:00,,,n/a
False,False,False,False,True,False,False,n/a,True,False,False,False,False,False,n/a,c5,d3,e2,f3,english,d1,no organisation to champion this,"training for clinicians, not counsellors",d1,nothing,too theoretical,plenty - start making it practice-oriented,51,man,b1,n/a,a192,d2,n/a,uuid:e15ab553-9412-4fa6-8507-d42e2b58f5b8,e15ab553-9412-4fa6-8507-d42e2b58f5b8,2014-11-08T00:50:52,,,n/a
False,False,False,False,True,False,False,n/a,True,True,True,False,False,False,n/a,c5,d1,e3,f4,"English, Spanish",d1,The importance of Treating Tobacco Addictions; it is not a one time treatment,Better coverage for quit aids,d2,N/A,N/A,N/A,46,women,b8,n/a,a225,d1,I am please with the resources ATTUD provides,uuid:552566e5-5e3b-46e6-9229-1d642daf12c9,552566e5-5e3b-46e6-9229-1d642daf12c9,2014-11-10T14:58:00,,,n/a
True,True,False,True,True,False,False,n/a,True,True,True,False,False,False,n/a,c5,d1,e3,f4,"English, Spanish",d1,"e-cigarettes gaining popularity, hard to get people to come back to meetings",continuing education in addition to the initial training,d3,don't know,don't know,don't know,28,women,b8,n/a,a225,d1,more local access,uuid:4c5a3bad-5463-45eb-8648-37ae0bdba688,4c5a3bad-5463-45eb-8648-37ae0bdba688,2014-11-10T17:02:40,,,n/a
True,False,False,False,True,False,False,n/a,False,True,False,True,False,False,n/a,c5,d1,e3,f4,In the US training is primarily provided in English. There is a need for other languages such as Spanish and Portuguese,d1,although training is available it requires providers to travel and take considerable time away from other practice.,Online training would be helpful and some source of scholarship for those in need of support to attend training. In addition reimbursement from insurance would increase the demand for training,d1,The USPHS guideline is based upon rigorous meta-analysis,The research base for the USPHS guideline is primarily focused on the medical environment. More research on 'real world' application and evidence for treatment in special populations is much in need.,"additional concrete recommendations on how to implement tobacco treatment in various systems, e.g. hospitals, clinics, behavioral health",62,women,b9,Health Educator,a225,d1,n/a,uuid:60d1c6d0-2d19-4d6c-816b-004128481ad4,60d1c6d0-2d19-4d6c-816b-004128481ad4,2014-11-11T22:30:51,,,n/a
False,False,False,False,True,False,False,n/a,True,True,False,False,False,False,n/a,c5,d1,e4,f4,English,d1,tts providers do not have provider numbers and have to send via GP for prescriptin and not eady to  get samples for demos,smples and free beginners kit would be helpful,d1,precise and handy for advice,nothing,not much,55,women,b2,n/a,a22,d1,share info,uuid:f2b8d359-a7d3-4b27-8153-011545c1a23f,f2b8d359-a7d3-4b27-8153-011545c1a23f,2014-11-12T20:08:30,,,n/a
True,False,False,False,False,False,False,n/a,True,True,False,False,True,True,Advocating for WHO FCTC Art 14 implementation in Latin America,c1,d2,e3,f4,Spanish,d2,"The Minister of Finance that has not allowed allocated funds from tobacco taxation to Tobacco Dependence Treatment. Anyway, a public non State institution (Fondo Nacional de Recursos) is training and providing Nicotine Gum and Bupropion SR for free . This institution has a national scope","First, assuring funding for providing  tobacco dependence treatment and also for evaluating scope and effectivity. Then, how to address  smoking cessation in poor people and disadvantages groups.",d1,The effort to be done.,It  shoud  be updated  and provide guidance on how to tackle those who are not ready to quit,Include further motivational interviewing,59,man,b1,n/a,a171,d1,Helping to organize a national training course backed by ATTUD. That is possible to do,uuid:0dc05979-24fd-42dc-a65e-44b7e4cfd82f,0dc05979-24fd-42dc-a65e-44b7e4cfd82f,2014-11-14T17:32:22,,,n/a
True,False,False,False,True,False,False,n/a,True,True,False,True,False,False,n/a,c5,d1,e3,f4,English but also Aboriginal languages in remote communities where English may third or fourth language,d1,In remote community settings: lack of resources in health care services leads to a focus on acture care; expensive to provide training to remote staff; extraordinarily high prevalence of tobacco use requires public health approaches to create supportive environment for quitters,Policies to include the provision of intensive support to those wquitting in remote settings and resources to enforce tobacco legislation especially smoke-free policies,d2,I like that there are some treatment manauals made for target groups such as Indigenous people,There are state guidelines and guidlines specifically for doctors.,Would like to see national quick reference guidelines eg 2009 US EDept health & Public Service Treatment guidelines  and NZ  Ministry of Health Smoking Cessation Guideline. These should be updated on a regular basis,61,women,b2,n/a,a22,d2,n/a,uuid:7b04a125-56b7-40d1-ab64-c861c107f133,7b04a125-56b7-40d1-ab64-c861c107f133,2014-11-16T04:17:26,,,n/a
True,True,False,False,True,False,False,n/a,True,False,True,True,True,False,n/a,c3,d2,e2,f3,English,d2,"Inadequate Tobacco Control Policy Environment in Uganda, No Protocol, Low levels of awareness  on  the effects of tobacco among the general public in Uganda, Inadequate support and involvement by government of Uganda","Training in Best practices for tobacco treatment, Access  and availability of tobacco treatment therapies including medicine and other therapies/programs, Tobacco Control Research and data mangement",d2,Guidelines are Lacking,They do not  adequately adress Tobacco control,"Domesticating  policies and laws, Tobacco control Training  included in the  educational curriculum at at all levels of health education/medical traing",47,man,b3,n/a,a222,d1,"Build capacvity of Health Workers/, increase access to tobacco treatment medicines, influence policy at Ministry of Health",uuid:45c42aec-39ca-4d9c-ac37-0d017334a30f,45c42aec-39ca-4d9c-ac37-0d017334a30f,2014-11-16T14:25:44,,,n/a
False,False,False,False,True,False,False,n/a,False,False,False,True,True,False,n/a,c1,d3,e3,f5,n/a,d1,Finances,I think our policies etc are as good as they can be,d1,Clear,n/a,none,34,women,b9,Academic,a224,d2,n/a,uuid:ea203090-7a96-4203-b4b7-1a48d0bb74e9,ea203090-7a96-4203-b4b7-1a48d0bb74e9,2014-11-17T08:44:41,,,n/a
False,False,False,False,True,False,False,n/a,False,False,False,True,False,False,n/a,c5,d2,e2,f2,n/a,d2,Significant funding reductions at state and federal level have reduce services,Support people trying to quit with holistic approach- not just the individual,d3,range of quit options,Not all quit options for all populations are PBS supported.,Reinvest in health promotion strategies to prevent smoking,32,women,b9,Health Promotion,a22,d2,n/a,uuid:ded302e4-71bb-4583-a29f-682bbaea4215,ded302e4-71bb-4583-a29f-682bbaea4215,2014-11-17T23:03:43,,,n/a
False,False,False,False,True,False,False,n/a,True,True,True,True,False,True,education programs for public,c1,d1,e3,f5,Chinese/ Cantones,d1,no much people are trained or access to use or digest evidence based practice,"governmental support, re-certification for practitioners, practise licence",d2,"update evidence, policy direction, formal training and professional requirement",not yet developed,not yet developed,40,women,b5,n/a,a48,d2,n/a,uuid:38afaace-213f-4b5e-81c3-76108d3a6e47,38afaace-213f-4b5e-81c3-76108d3a6e47,2014-11-19T10:00:15,,,n/a
True,True,True,False,True,False,False,n/a,True,True,False,False,True,False,n/a,c1,d1,e2,f2,English,d1,Cost and access to subsidised NRT,"online courses, cheaper face to face support and mentoring",d1,The AASCP is evidence based approach with competency standards,Not mandatory for all clinicians,Encourage leadership within acute care / hospital facitilites and make tobacco everybody's business,57,women,b8,n/a,a22,d2,n/a,uuid:fbed9076-ac63-4937-ae9c-85ba373555fb,fbed9076-ac63-4937-ae9c-85ba373555fb,2014-11-20T08:47:14,,,n/a
True,True,False,True,True,False,False,n/a,True,False,False,False,False,False,n/a,c2,d3,e1,f1,Spanish,d2,Cost of treaent and no enough profesionals trained in the subjet,"On line courses for professionals, short internsihp in smoking cessation",d1,It was made by people from the goverment,It was made by people from the goverment,Imput from professionals assotiations,56,man,b1,n/a,a228,d2,n/a,uuid:d8181fb6-a7a8-487a-ae2e-c0bfab7238ee,d8181fb6-a7a8-487a-ae2e-c0bfab7238ee,2014-11-21T21:37:06,,,n/a
False,False,False,False,True,False,False,n/a,False,False,False,True,False,False,n/a,c1,d1,e2,f3,english,d2,non availability of training facilities,training facilities on tobacco treatment,d2,no guidelines currently,no guidelines,no guidelines,41,man,b1,n/a,a151,d2,n/a,uuid:9e0851af-a171-46e3-99e5-abf0c07b8793,9e0851af-a171-46e3-99e5-abf0c07b8793,2014-11-21T21:38:07,,,n/a
False,False,False,False,True,False,False,n/a,True,True,False,True,False,False,n/a,c5,d3,e2,f3,English,d2,"Nigeria lacks of NRT, most people are light smokers and they are not so willing to come to the dental clinic for treatment.","Need for more treatning on motivational intervention, easy access to NRT",d2,we do not have any,we do not have any,We need to have guideline first,52,women,b7,n/a,a151,d2,n/a,uuid:176d644d-6a80-4b16-a851-dcebc7dbd04c,176d644d-6a80-4b16-a851-dcebc7dbd04c,2014-11-21T21:56:21,,,n/a
True,True,False,True,True,False,False,n/a,True,True,True,False,True,False,n/a,c3,d1,e3,f4,spanish,d1,Health workers are less interested than other countries. It's not well paid practise.,Increase taxes and prices of tobacco pax.,d1,"They are online, they are cleare.",Poor and unsuscessfull distribution by the government.,More ads about materials and free treatment.,44,man,b1,n/a,a18,d2,n/a,uuid:c0105645-76ad-4520-ac62-ea44b02ce30e,c0105645-76ad-4520-ac62-ea44b02ce30e,2014-11-21T22:11:14,,,n/a
False,False,False,False,True,False,False,n/a,True,True,False,False,False,True,Advocacy to  implement a tobbacco treatment program for my country,c5,d1,e1,f2,Spanish,d2,"No interest , no knoledge , no care",Health Ministry Policies to train TTS  for enough people,d1,They are brief,They are too old,a new version,49,women,b1,n/a,a48,d1,n/a,uuid:29807559-a084-4d91-acb7-5ab9aa9e000b,29807559-a084-4d91-acb7-5ab9aa9e000b,2014-11-21T23:28:43,,,n/a
True,True,True,False,True,False,False,n/a,True,True,False,True,False,False,n/a,c3,d1,e2,f1,English,d2,"Difficulty of Behavior change, Funding/support of tobacco treatment group","Tobacco substitute drugs, policy and program funding and frequent update international level knowledge & skills",d3,It should be there,no,Tobacco cessation program,38,man,b1,n/a,a148,d3,n/a,uuid:dc358288-c91f-4c64-9115-f543b142c747,dc358288-c91f-4c64-9115-f543b142c747,2014-11-22T02:24:54,,,n/a
True,True,False,False,True,False,False,n/a,True,True,True,True,True,False,n/a,c1,d1,e2,f3,local,d1,lack of financial and personal capacity,cost-effecivity arguments,d1,support of different medical associations,low impact on health insurance strategy,support from health insurance companies,58,women,b1,n/a,a47,d1,agruments about cost-effectivity,uuid:5199df76-7305-4d53-abb0-a26fb781b18a,5199df76-7305-4d53-abb0-a26fb781b18a,2014-11-22T05:32:58,,,n/a
False,False,False,False,True,False,False,n/a,True,True,False,True,True,False,n/a,c1,d1,e2,f3,"English, Hindi, Tamil",d1,"There are wide varieties of tobacco products in India. There are no evidences on the efficacy of different treatments for tobacco cessation. Access to medications and NRT is limited. Nicotine is not regulated in India. Therefore, it is difficult to go by western dosages for the NRT prescription as we do not know what is the dosage of nicotine in the Indian tobacco products","I have been trained by WHO and UNION and working in tobacco cessation for the past 14 years. Currently training a large number of health care professional on tobacco cessation. In a follow-up study conducted by us, doctors reported that they lack in confidence in using pharmacological intervention and reported that they need more training. However, about 50% of them trained by us started practicing tobacco cessation and the used modality was only counselling.",d1,it gives the step by step method for cessation,I like it,With more country specific evidences.,41,women,b3,n/a,a32,d2,n/a,uuid:5989a586-affe-45e5-a9e3-b1368047537e,5989a586-affe-45e5-a9e3-b1368047537e,2014-11-22T05:56:30,,,n/a
True,True,False,True,True,False,False,n/a,False,True,True,True,False,False,n/a,c2,d2,e1,f6,English,d2,"(1) Poor access to treatments (talking with pfizer Nigeria already), availability of specific clinics for tobacco cessation (just got approval for a center in a tertiary health institution in Abuja, federal capital), (3) Few health workers with capacity for treatment (4) poor knowledge of availability of assistance to quit by smokers","(1) Who: physicians, nurses, and other health care workers (2) WHAT: knowledge of how to identify smokers during routine consultations, knowledge of counseling, treatment, materials to share with clients, (3) WHERE: hospital settings (particularly secondary and tertiary health facilities) should be the first point then expand to community outreaches RESOURCES: we need medicines for treatment as even lozenges have o be brought in from outside Nigeria; training materials such for step down training; POLICIES: should be included in the undergraduate medical and nursing students curriculum through their regulatory councils (but could be effective only if the teachers have the capacity to teach it), national policy that will give NCD a more prominent position as he government only consider CD as priority",d2,Not applicable,Not applicable,Not applicable,42,man,b1,n/a,a151,d1,"provide training, assist with pursuing policies and guidelines at the federal ministry of health, support conferences especially at regional level to share experience",uuid:2b76f785-c76e-4674-b56f-f75273779269,2b76f785-c76e-4674-b56f-f75273779269,2014-11-22T10:42:00,,,n/a
True,True,True,False,False,False,False,n/a,True,True,True,False,True,False,n/a,c4,d2,e2,f3,English,d2,"I am working as a district coordinator for tobacco control since 2010, in Pakistan. After three years efforts a tobacco cessation clinic has been established at DHQ hospital needs to make it proper functioning demands a well skill trainer. My aim is to provide services independently of quit smoking to smokers free of cost (counseling, NRT}. Prepare tobacco control educators to control this global epidemic.Tobacco Industries have been shifting from developed countries to developing countries, 80% of worldwide smokers are living in these countries. Pakistan is a middle income & low literacy rate country. Due to miss planning and non serious federal and provincial governments towards tobacco control, have more interest in HIV, Dengue, and Polio. NCMH and many more programs but all these  mortality ratio is less than tobacco affectives. The governments are spending million for these programs and 274 deaths 5000 patients, age of 12 to 15 starts tobacco use every day is not in their priority.","I am working as a district coordinator for tobacco control since 2010, in Pakistan. After three years efforts a tobacco cessation clinic has been established at DHQ hospital needs to make it proper functioning demands a well skill trainer. My aim is to provide services independently of quit smoking to smokers free of cost (counseling, NRT}. Prepare tobacco control educators to control this global epidemic. As you know Tobacco Industries have been shifting from developed countries to developing countries, 80% of worldwide smokers are living in these countries. Pakistan is a middle income & low literacy rate country. I want to make my district A Model Smoke Free for awareness on hazards of tobacco use, treatment, quit coaching and enforcement in Pakistan",d2,"Government should take tobacco control as a ""National program"" fully support by it.",in consistantacy,Governments should strictly issue orders to district government administration to implement tobacco control laws in their jurisdictions and allocate financial support to district hospital for tobacco treatment.,45,man,b8,n/a,a158,d2,n/a,uuid:397c2cde-8cde-431a-aef0-6825c2db1439,397c2cde-8cde-431a-aef0-6825c2db1439,2014-11-22T12:47:47,,,n/a
True,True,True,False,True,False,False,n/a,True,True,False,False,False,True,I am an ACS FreshStart facilitator volunteer with Jamaica Cancer Society;public outreach  via media on tobacco its effects and escape from the trap,c5,d2,e1,f2,English,d2,Poor availability of NRT's; no telephone or online support for persons who are trying to not light the next cigarette; not on curriculum of medical or nursing school,Exposure in how to be more effective in tobacco treatment; view Tobacco Treatment clinicians and counsellors working with patients/clients and do role play and practice for improved competence and confidence,d3,Supportive no-smoking in public places law was passed in 2013 has helped some smokers to quit,No person is identified to be a tobacco treatment specialist to whom others on the health team may refer patients,Add as tobacco treatment specialist on the health team; funding for this person and funding for medication used in tobacco cessation; support online and telephone counseling services,55,women,b1,n/a,a103,d2,n/a,uuid:d8ecac75-b320-4ded-9a23-cccb3196bdaa,d8ecac75-b320-4ded-9a23-cccb3196bdaa,2014-11-23T09:32:16,,,n/a
